agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_5Bucket_20000000,PPO_5Bucket_50000000,PPO_4Bucket_20000000,solveMILP,PPO_4Bucket_50000000,solveConicGibbsGreedyDynamicCount
"[(0, 2, 0.6010036037618569), (1, 1, 0.7714836076055887), (2, 1, 0.35081602260322264), (3, 1, 0.9813261540138954), (4, 2, 0.4268061270192035), (5, 2, 0.8970825521453945), (6, 2, 0.03089268078009766), (7, 1, 0.0986754315016688), (8, 3, 0.6631592885314191), (9, 3, 0.3073985373263195), (10, 3, 0.3888300802981911), (11, 3, 0.48415229553245587), (12, 1, 0.4258919842332948), (13, 2, 0.7422728427905243), (14, 3, 0.8644164194043872), (15, 2, 0.8515998601101469), (16, 3, 0.11490396012875437), (17, 2, 0.012317223319730064), (18, 2, 0.41733568837734747), (19, 3, 0.9527426561793771), (20, 2, 0.87228875281415), (21, 2, 0.16268461128413259), (22, 2, 0.1989928328707382), (23, 2, 0.9539217654701064), (24, 3, 0.6750018626316502), (25, 3, 0.5401327434793671), (26, 1, 0.07629183028938802), (27, 2, 0.7832197278432736), (28, 1, 0.5797039665572035), (29, 2, 0.19728480110421387), (30, 1, 0.4752559500315009), (31, 1, 0.3839907046953003), (32, 3, 0.7056470063329484), (33, 2, 0.051528566194864234), (34, 1, 0.23390535181771455), (35, 2, 0.25629181559100267), (36, 1, 0.800661676806211), (37, 2, 0.19192575208983054), (38, 3, 0.21586179100614977), (39, 2, 0.4742483243242428), (40, 1, 0.9777943350055961), (41, 3, 0.2616671148537948), (42, 1, 0.20352252697496653), (43, 1, 0.8431198450104007), (44, 2, 0.6938900319570692), (45, 3, 0.12383593380792812), (46, 3, 0.43881224664886076), (47, 2, 0.4819742398918221), (48, 1, 0.7749719025258099), (49, 3, 0.11510208824543411)]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0]",32,22,25,26,32,20,32
"[(0, 1, 0.5059719841352515), (1, 1, 0.5064247632754535), (2, 2, 0.14524857625068532), (3, 2, 0.13057209294395478), (4, 3, 0.32396039593829973), (5, 2, 0.8350008789021535), (6, 2, 0.8116168908184527), (7, 2, 0.20945438151904827), (8, 1, 0.4871808530320356), (9, 1, 0.6286696672711191), (10, 1, 0.5578197306425415), (11, 2, 0.9802474219681404), (12, 3, 0.07702231702467122), (13, 2, 0.6691908114223494), (14, 2, 0.39769475728946113), (15, 3, 0.33835985552110626), (16, 3, 0.8510153148811612), (17, 2, 0.1373987547261285), (18, 3, 0.8141680308767726), (19, 2, 0.2733258840302891), (20, 3, 0.609205444162612), (21, 2, 0.6842430382723153), (22, 2, 0.5851186081162224), (23, 3, 0.8239324495850777), (24, 2, 0.3670554523817282), (25, 1, 0.8713533481386662), (26, 1, 0.13593647594040537), (27, 1, 0.6139887017672275), (28, 3, 0.24306175901503468), (29, 3, 0.9353043611409604), (30, 1, 0.9968176272880012), (31, 1, 0.36302626400130944), (32, 2, 0.5370913122670155), (33, 1, 0.7511206927319805), (34, 2, 0.447581846405378), (35, 3, 0.6655276669557618), (36, 1, 0.41377262451038854), (37, 3, 0.7346395045125036), (38, 3, 0.20512913299035807), (39, 3, 0.3065017725602278), (40, 1, 0.1266396457240615), (41, 1, 0.2977396335714151), (42, 2, 0.8721308330022295), (43, 3, 0.4030440742295386), (44, 2, 0.7738815890375512), (45, 3, 0.615036123524592), (46, 2, 0.34075675755840784), (47, 3, 0.43861814173476077), (48, 1, 0.7993019873026733), (49, 3, 0.8949622149869486)]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",36,27,27,26,36,23,36
"[(0, 3, 0.8145285315839738), (1, 3, 0.04262088620208049), (2, 1, 0.6253881979396765), (3, 3, 0.7363651461227797), (4, 3, 0.3406508885039715), (5, 3, 0.7676076293673667), (6, 3, 0.33419595448603834), (7, 3, 0.2298559573595118), (8, 1, 0.4001396214637529), (9, 2, 0.9523030874095026), (10, 2, 0.9828640382292323), (11, 1, 0.22508056505057783), (12, 2, 0.46044878305404113), (13, 3, 0.06551935317107671), (14, 3, 0.24016404679623027), (15, 2, 0.396670660047282), (16, 2, 0.45629633887292254), (17, 3, 0.4181917635909381), (18, 1, 0.5398041430284716), (19, 3, 0.18196056094238444), (20, 3, 0.948763381490466), (21, 3, 0.9444662026629022), (22, 1, 0.1966841868911947), (23, 3, 0.13403075662372288), (24, 1, 0.19793088680495596), (25, 1, 0.1802794615526131), (26, 1, 0.2833176696965656), (27, 1, 0.447534704011721), (28, 1, 0.6998328054479797), (29, 1, 0.690086715845085), (30, 1, 0.9086575806540294), (31, 3, 0.13960345914566863), (32, 3, 0.40584773601843893), (33, 2, 0.794427252098845), (34, 3, 0.45244256605020006), (35, 2, 0.08817907662844193), (36, 3, 0.8566392868295365), (37, 1, 0.2889970249230427), (38, 2, 0.30370447359539354), (39, 2, 0.8093378972876285), (40, 1, 0.7424532604857348), (41, 1, 0.22541027153430082), (42, 1, 0.4356081143062822), (43, 2, 0.6504448610378228), (44, 2, 0.4753002906455881), (45, 3, 0.010564725484705662), (46, 2, 0.9361665859326349), (47, 2, 0.13840536917962265), (48, 1, 0.21828830880560657), (49, 2, 0.9068479506334558)]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",30,23,26,26,31,21,30
"[(0, 3, 0.7863477830603666), (1, 2, 0.6192888889466225), (2, 1, 0.8898244339767236), (3, 2, 0.1601616539218802), (4, 1, 0.04579667942632348), (5, 1, 0.7039067737802271), (6, 3, 0.10878193304417794), (7, 1, 0.6500050853263042), (8, 1, 0.2757525159246311), (9, 1, 0.578904663816448), (10, 1, 0.1636787674922242), (11, 3, 0.6335262132082885), (12, 1, 0.9180344253959293), (13, 3, 0.015266366778045382), (14, 3, 0.4147038381429272), (15, 1, 0.9262817930855567), (16, 3, 0.4426065864046388), (17, 1, 0.6964311518067869), (18, 1, 0.5365307398634446), (19, 2, 0.24587949845026802), (20, 1, 0.7149153077545801), (21, 3, 0.837447751345841), (22, 3, 0.9733275773697262), (23, 2, 0.9935517636044674), (24, 2, 0.6355883687271949), (25, 3, 0.22580738652925803), (26, 2, 0.5133191055030452), (27, 3, 0.3974480866037955), (28, 1, 0.2854214623588206), (29, 2, 0.8597544203987056), (30, 1, 0.2705203197313937), (31, 2, 0.9797365134056563), (32, 3, 0.2793848704584331), (33, 1, 0.45407742569532294), (34, 3, 0.5930704235733729), (35, 3, 0.10131362455408721), (36, 3, 0.5998224407530252), (37, 1, 0.43099567377009596), (38, 2, 0.21270384662540232), (39, 3, 0.12216205554426318), (40, 3, 0.5192036538922695), (41, 3, 0.08475904040665294), (42, 2, 0.42790753981789864), (43, 2, 0.9262748694064732), (44, 2, 0.03521767958617161), (45, 3, 0.5232568741348088), (46, 1, 0.6770536430714135), (47, 2, 0.9594641971073758), (48, 2, 0.9675908132373884), (49, 3, 0.441188124537471)]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0]",25,21,19,20,26,20,14
"[(0, 3, 0.40760271900916234), (1, 2, 0.59154996723936), (2, 2, 0.7568075512869159), (3, 3, 0.8932227411547234), (4, 3, 0.008243995285620476), (5, 1, 0.501194740700846), (6, 1, 0.28202575507495586), (7, 2, 0.12097764659724652), (8, 1, 0.526412661240409), (9, 2, 0.20455862646547884), (10, 1, 0.09659739732513273), (11, 3, 0.8164947468747011), (12, 1, 0.06450175913873712), (13, 3, 0.8351523715264084), (14, 3, 0.22430936462053697), (15, 2, 0.9811993773451432), (16, 1, 0.3448710528107105), (17, 2, 0.22634156356212953), (18, 3, 0.48073475394202736), (19, 1, 0.3445871470438724), (20, 1, 0.30899578517636017), (21, 1, 0.1380967160433778), (22, 2, 0.5665089149383766), (23, 1, 0.8042643764677674), (24, 1, 0.04900142995385015), (25, 3, 0.12037281924881371), (26, 2, 0.3668393704282974), (27, 2, 0.23990065796484394), (28, 3, 0.0804270823720129), (29, 2, 0.20301004425475078), (30, 3, 0.9843126271090816), (31, 3, 0.0012544999142842794), (32, 2, 0.7459092245733202), (33, 1, 0.41978045046451273), (34, 3, 0.4658482609362883), (35, 3, 0.35390378487146734), (36, 3, 0.8305937740076186), (37, 3, 0.4704962090641852), (38, 2, 0.405026659319789), (39, 2, 0.3812559731255928), (40, 2, 0.5624268419416708), (41, 2, 0.6127929743808845), (42, 2, 0.7651164735277403), (43, 3, 0.7715735959183814), (44, 1, 0.18704724229585223), (45, 1, 0.21879164582446053), (46, 1, 0.5115164446894636), (47, 2, 0.32240297649616134), (48, 2, 0.6994253610603774), (49, 2, 0.6320995116226248)]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",18,18,21,19,18,13,8
"[(0, 1, 0.6691997498735225), (1, 1, 0.41064260341254666), (2, 3, 0.10034260821621721), (3, 2, 0.998710873370122), (4, 3, 0.10599172534019685), (5, 1, 0.4707439313588647), (6, 3, 0.8467439976302418), (7, 3, 0.9697446528177054), (8, 2, 0.6388603219452692), (9, 1, 0.19747168790679182), (10, 2, 0.4107905556722794), (11, 2, 0.8036266174785643), (12, 3, 0.03720058829637907), (13, 3, 0.6188682334314498), (14, 2, 0.9725422903627016), (15, 2, 0.7430566710680532), (16, 3, 0.7353134778079973), (17, 2, 0.7187572482536407), (18, 3, 0.7169294536102916), (19, 3, 0.5872860226345477), (20, 1, 0.3523110956622575), (21, 3, 0.5250140400138218), (22, 2, 0.5605627358442837), (23, 1, 0.46947721154771027), (24, 1, 0.9852704959613751), (25, 1, 0.73559574927827), (26, 2, 0.9119435253115065), (27, 1, 0.3271108222282769), (28, 1, 0.3989920121377515), (29, 2, 0.21295303215930816), (30, 1, 0.1579316119459503), (31, 1, 0.3535870447289502), (32, 1, 0.3263888920179926), (33, 2, 0.8657672069217375), (34, 1, 0.31019061894490374), (35, 2, 0.004757238815636167), (36, 3, 0.8265559334555402), (37, 1, 0.15852881609288605), (38, 3, 0.9479936037826314), (39, 2, 0.1148257256490568), (40, 2, 0.5965837300469208), (41, 2, 0.5402633050849106), (42, 2, 0.5557617417086379), (43, 1, 0.5595512492398877), (44, 3, 0.9311076386570812), (45, 3, 0.27289964282046175), (46, 2, 0.6108933205489236), (47, 1, 0.0010220605984190279), (48, 2, 0.889905556577709), (49, 2, 0.9246457767138483)]","[1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]",22,21,18,23,22,23,16
"[(0, 3, 0.37663128431230897), (1, 2, 0.8774587198298097), (2, 3, 0.7721185480931381), (3, 2, 0.05692866675489039), (4, 3, 0.7548871696359959), (5, 2, 0.25000878233651336), (6, 2, 0.21226308726653753), (7, 2, 0.2596899597997311), (8, 1, 0.3271167580183715), (9, 2, 0.2724611851793102), (10, 1, 0.4159561892231375), (11, 1, 0.9673038497410706), (12, 2, 0.022510892077292288), (13, 3, 0.01642048032661192), (14, 2, 0.40199581813259944), (15, 2, 0.8621019918268769), (16, 1, 0.05257835854705739), (17, 3, 0.6924730617227388), (18, 1, 0.9540684136785945), (19, 3, 0.20276106459570076), (20, 1, 0.8969679231760628), (21, 1, 0.5898862521497537), (22, 3, 0.06669426609613971), (23, 1, 0.07208686656341423), (24, 1, 0.1322573742633133), (25, 1, 0.07972243275790225), (26, 3, 0.06007794099616315), (27, 3, 0.7252360154052203), (28, 1, 0.17520062037083162), (29, 1, 0.42769128415024393), (30, 3, 0.20252174539351342), (31, 2, 0.032232870109466516), (32, 2, 0.9717885871120137), (33, 1, 0.6969304726177808), (34, 1, 0.6467551195257941), (35, 1, 0.13805510987626002), (36, 2, 0.8157980695264249), (37, 3, 0.7860927983931474), (38, 3, 0.25275375920007814), (39, 1, 0.3940396617516686), (40, 2, 0.999090602707103), (41, 2, 0.5044842800307144), (42, 1, 0.3472474634547382), (43, 2, 0.6431030437337353), (44, 2, 0.4600014788011082), (45, 2, 0.30684779142503105), (46, 2, 0.13645708910862475), (47, 3, 0.5259970791237751), (48, 2, 0.3783085226508831), (49, 1, 0.577636177465519)]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1]",13,12,12,15,12,17,7
"[(0, 2, 0.32216945721734846), (1, 2, 0.020144358180746558), (2, 2, 0.39153025298103106), (3, 1, 0.11805108568298606), (4, 3, 0.2830503863795868), (5, 3, 0.031487478489935605), (6, 3, 0.4000528986529659), (7, 3, 0.18853558439766627), (8, 1, 0.6532200002091825), (9, 1, 0.5703766031429643), (10, 3, 0.8825960252425499), (11, 1, 0.8354009874947498), (12, 3, 0.1954903723490018), (13, 3, 0.707619070480435), (14, 2, 0.9291203473754118), (15, 2, 0.8873664203872306), (16, 1, 0.07232628156097998), (17, 1, 0.8346576907424906), (18, 1, 0.8272616368352007), (19, 2, 0.7298279331735549), (20, 3, 0.8085370506284023), (21, 1, 0.1728415247426598), (22, 2, 0.6611260410686993), (23, 2, 0.1896091360635337), (24, 2, 0.11124989976051991), (25, 1, 0.17697015632604063), (26, 1, 0.3361280003838305), (27, 1, 0.7188935555322035), (28, 2, 0.3280011763172347), (29, 2, 0.7746949901043999), (30, 3, 0.07824751128126906), (31, 1, 0.913113306005499), (32, 3, 0.7482107386635821), (33, 2, 0.5460914400290504), (34, 1, 0.4775825592825146), (35, 2, 0.19229357764382882), (36, 2, 0.3222315165602002), (37, 2, 0.46029771575979417), (38, 2, 0.9452579651134354), (39, 2, 0.30456862687096486), (40, 3, 0.5363147969704696), (41, 3, 0.9628404545777255), (42, 2, 0.5424274904195535), (43, 1, 0.6339738855015544), (44, 2, 0.9572957635043663), (45, 2, 0.6004580599291667), (46, 3, 0.9309782179603637), (47, 3, 0.6749140555779626), (48, 2, 0.004279208660166733), (49, 3, 0.3140404549424263)]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]",22,21,21,24,21,22,9
"[(0, 2, 0.6836635131258147), (1, 2, 0.503727311692402), (2, 3, 0.9952546163965265), (3, 3, 0.7894074086448034), (4, 2, 0.11292836419755792), (5, 3, 0.21841907564178142), (6, 2, 0.3037079607423365), (7, 2, 0.15579001274341675), (8, 1, 0.03049089238203706), (9, 1, 0.02123699744033447), (10, 1, 0.083463654914116), (11, 1, 0.7199015536033488), (12, 2, 0.8680642358425916), (13, 3, 0.12980120286040353), (14, 1, 0.28906467674369485), (15, 2, 0.3828250651794973), (16, 1, 0.16266242514227824), (17, 2, 0.6664833890517493), (18, 1, 0.4752719707537626), (19, 3, 0.10652872115740908), (20, 1, 0.5788258722254335), (21, 3, 0.0007655343419065153), (22, 1, 0.9919627366761966), (23, 3, 0.32856996029615704), (24, 1, 0.49271473830106005), (25, 2, 0.7072366442115365), (26, 2, 0.4672503775509863), (27, 2, 0.28458718491432966), (28, 2, 0.6602298416008698), (29, 1, 0.9797036007632851), (30, 3, 0.9563162187553647), (31, 3, 0.8452664942425014), (32, 2, 0.15910856972804333), (33, 1, 0.8691452288499185), (34, 2, 0.7435002388849938), (35, 1, 0.4380798722519964), (36, 3, 0.7911286188360105), (37, 2, 0.46845974938813695), (38, 2, 0.6927734663940976), (39, 3, 0.24050082939817063), (40, 2, 0.5523826889837999), (41, 2, 0.7073569399390647), (42, 1, 0.47189665582563123), (43, 2, 0.5743805604337089), (44, 2, 0.6011214190807749), (45, 3, 0.7446323832478534), (46, 1, 0.24929493461546348), (47, 3, 0.3496732074034401), (48, 3, 0.27939112793749), (49, 2, 0.2126260047247852)]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",27,19,19,15,27,18,27
"[(0, 1, 0.7688713966667746), (1, 1, 0.5001361698176535), (2, 1, 0.7441407600810722), (3, 2, 0.3760790543432202), (4, 3, 0.6091576640204044), (5, 2, 0.1371858666085486), (6, 3, 0.9961997214868499), (7, 3, 0.16255376471497152), (8, 2, 0.7680848966831878), (9, 1, 0.5556996076512797), (10, 2, 0.12529156894342786), (11, 2, 0.2724846632815505), (12, 2, 0.680774056989658), (13, 2, 0.9400606478889145), (14, 2, 0.4736592735667613), (15, 2, 0.4442036562516074), (16, 2, 0.025807475438132554), (17, 1, 0.23006795662475132), (18, 1, 0.27820886604306305), (19, 2, 0.4984537962465533), (20, 1, 0.4311375897172709), (21, 1, 0.317539642558903), (22, 1, 0.3633927587560244), (23, 3, 0.485668172436148), (24, 2, 0.5349482717337601), (25, 3, 0.5076276851359155), (26, 2, 0.9641740853121981), (27, 1, 0.48820007140882204), (28, 2, 0.36697519088206454), (29, 2, 0.8202926481704452), (30, 1, 0.038051516446367395), (31, 3, 0.9270720332918074), (32, 3, 0.44809028829919184), (33, 2, 0.20364386032552007), (34, 3, 0.2267644586869113), (35, 1, 0.43905598508908505), (36, 1, 0.932628043448954), (37, 2, 0.9664979233442719), (38, 3, 0.9931242211645637), (39, 3, 0.7000015555219682), (40, 3, 0.28391249623097337), (41, 2, 0.8876039681724283), (42, 2, 0.8727638365844278), (43, 2, 0.39793686557594055), (44, 2, 0.02694364726374232), (45, 1, 0.456644150820262), (46, 3, 0.09652907568105928), (47, 3, 0.011251199784274468), (48, 2, 0.7727078360178035), (49, 2, 0.5191042738944734)]","[1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",20,18,18,17,20,13,15
"[(0, 1, 0.37180466392456346), (1, 1, 0.050493439710324384), (2, 3, 0.8133980512448744), (3, 2, 0.48633209239004693), (4, 2, 0.9597739272739253), (5, 1, 0.7260676744614095), (6, 2, 0.44615324423893044), (7, 3, 0.3860569914052544), (8, 3, 0.30202983379747395), (9, 1, 0.6108551826237559), (10, 2, 0.3708442343951397), (11, 1, 0.9409097107653763), (12, 3, 0.42876252077362886), (13, 1, 0.13506953627558393), (14, 2, 0.9439144203139697), (15, 3, 0.7891452870819625), (16, 3, 0.3933796192649335), (17, 2, 0.5609215721302553), (18, 2, 0.0521649629681451), (19, 2, 0.5166125223418996), (20, 1, 0.667265959363549), (21, 2, 0.815594327283449), (22, 3, 0.26977407689682564), (23, 1, 0.9374595649628358), (24, 1, 0.7044598751381203), (25, 3, 0.968641987251668), (26, 1, 0.3213280071497312), (27, 1, 0.7573660529722455), (28, 1, 0.8131436662864833), (29, 3, 0.30595331898848344), (30, 2, 0.5591973051925924), (31, 3, 0.8484416561792046), (32, 1, 0.5777619923591282), (33, 1, 0.9586580500185795), (34, 1, 0.7837735010430663), (35, 1, 0.983187442452059), (36, 3, 0.9310808786104732), (37, 2, 0.8607351673134368), (38, 2, 0.13285234090635556), (39, 3, 0.14043069658645824), (40, 3, 0.9776317084753667), (41, 2, 0.5129023869351232), (42, 1, 0.07097353749286972), (43, 2, 0.2255359032509715), (44, 2, 0.8617483003440363), (45, 2, 0.6847094235956859), (46, 3, 0.8131911275859022), (47, 1, 0.24383818438431448), (48, 1, 0.3105725547402908), (49, 3, 0.01850683647708018)]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]",21,23,19,20,25,20,27
"[(0, 1, 0.23614135992319996), (1, 2, 0.3549039602021341), (2, 2, 0.860543222020323), (3, 1, 0.4398761686672339), (4, 2, 0.7403951102819198), (5, 2, 0.7585291785098602), (6, 1, 0.3534763515542034), (7, 3, 0.6373663091075153), (8, 1, 0.8070701792728596), (9, 3, 0.39970246366745454), (10, 1, 0.2040315795431742), (11, 1, 0.6541360916528655), (12, 1, 0.6548912116984226), (13, 1, 0.25795577349732), (14, 3, 0.7135374893760301), (15, 2, 0.35609500298461805), (16, 3, 0.4006105642914981), (17, 2, 0.0824610823008528), (18, 1, 0.4920710682552527), (19, 1, 0.10148157281101033), (20, 3, 0.7480527042952614), (21, 2, 0.22896770976916914), (22, 1, 0.7196065283035287), (23, 3, 0.41623674679045486), (24, 1, 0.013722063370595339), (25, 3, 0.9098234006311569), (26, 1, 0.3814466962901555), (27, 3, 0.20333141955639045), (28, 3, 0.033894720941919365), (29, 2, 0.9259332854075241), (30, 1, 0.6137777663300898), (31, 2, 0.05800888950341054), (32, 1, 0.6864658596617915), (33, 2, 0.6563457899603893), (34, 2, 0.5025632485244792), (35, 3, 0.610251738099309), (36, 1, 0.8945917181349731), (37, 3, 0.39004322634727906), (38, 1, 0.031894086958489165), (39, 2, 0.5256516307375941), (40, 3, 0.7760485902784339), (41, 3, 0.2305781581485744), (42, 3, 0.027009198819010982), (43, 3, 0.5296929822355324), (44, 1, 0.8028842478730072), (45, 3, 0.21805598310118335), (46, 3, 0.09536186132998414), (47, 3, 0.7909483176219722), (48, 1, 0.020999862099874034), (49, 3, 0.9042127145530047)]","[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",13,14,16,5,13,19,14
"[(0, 3, 0.6654014314407486), (1, 2, 0.7350156718937217), (2, 3, 0.8750934451845456), (3, 3, 0.7139160311779394), (4, 3, 0.09960834754753456), (5, 3, 0.04456518712638813), (6, 2, 0.3748198474449459), (7, 1, 0.6965891736622487), (8, 2, 0.09135191543179488), (9, 3, 0.5064555473485697), (10, 2, 0.9273066966461433), (11, 2, 0.3857220334224619), (12, 1, 0.7993630195522583), (13, 1, 0.028171279976795915), (14, 2, 0.07345281317680674), (15, 1, 0.3111752530051426), (16, 1, 0.024169560404997736), (17, 3, 0.21125559108987269), (18, 1, 0.6309690239468398), (19, 2, 0.8563641387681845), (20, 3, 0.6382748650964659), (21, 2, 0.9019185929622425), (22, 2, 0.9810856088265355), (23, 2, 0.7274290628444136), (24, 3, 0.4773108860677556), (25, 3, 0.6210954676694741), (26, 3, 0.0625499676268364), (27, 1, 0.03640204687648252), (28, 1, 0.3985054419816316), (29, 1, 0.00988713924751794), (30, 2, 0.46228454440925193), (31, 2, 0.28105894737386183), (32, 1, 0.3444381911874531), (33, 1, 0.029737729672626445), (34, 1, 0.3319874574918368), (35, 2, 0.7065287279233303), (36, 2, 0.711533993059794), (37, 1, 0.9643486533062847), (38, 3, 0.7466166909289206), (39, 1, 0.3816403484442653), (40, 1, 0.1102093319401819), (41, 2, 0.9521575212628548), (42, 1, 0.7877662635529334), (43, 1, 0.05998387107731029), (44, 1, 0.2192672377635706), (45, 2, 0.008122457742017475), (46, 3, 0.02135548307244295), (47, 2, 0.9958966202182314), (48, 1, 0.2840026001676217), (49, 2, 0.4389270332816996)]","[1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]",19,21,25,13,19,16,21
"[(0, 1, 0.9609770593652615), (1, 1, 0.462487507146648), (2, 2, 0.2784840328342594), (3, 3, 0.6034138997851877), (4, 2, 0.9858207381960039), (5, 2, 0.647917431133929), (6, 1, 0.21690547612938138), (7, 3, 0.8610325148003403), (8, 1, 0.594619545184888), (9, 3, 0.7573349631105817), (10, 1, 0.799833005059244), (11, 2, 0.7542915443767033), (12, 2, 0.20464403487081528), (13, 2, 0.8256176181704813), (14, 1, 0.01329208106462354), (15, 2, 0.10805652537537647), (16, 1, 0.00931556717821247), (17, 1, 0.6603361915271952), (18, 3, 0.8660362589366044), (19, 1, 0.1367078938321562), (20, 1, 0.2052332585695621), (21, 2, 0.6828391065899179), (22, 1, 0.41511608153805923), (23, 3, 0.4610290353082088), (24, 1, 0.04594770273283055), (25, 2, 0.6416321954967231), (26, 2, 0.8294308786197494), (27, 1, 0.39848676447180553), (28, 1, 0.34667162187487877), (29, 3, 0.10719002233237707), (30, 3, 0.6956287394694697), (31, 3, 0.9999940429429467), (32, 3, 0.3064125911991772), (33, 3, 0.1336430613397831), (34, 3, 0.28482349580418087), (35, 3, 0.6170092863465303), (36, 3, 0.3663588796452869), (37, 3, 0.5636687947032042), (38, 2, 0.7652687513619574), (39, 2, 0.46067179998062024), (40, 2, 0.04552624216702594), (41, 1, 0.327334929353958), (42, 1, 0.11051973122578651), (43, 2, 0.25020295120217284), (44, 3, 0.42349072506798013), (45, 3, 0.9939751280260527), (46, 2, 0.7459760689316206), (47, 2, 0.5141924616097405), (48, 2, 0.1241711813954407), (49, 2, 0.9916874231550634)]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1]",21,17,19,18,23,16,16
