agents,solveMILP,solveSeqRLBucket,solveConicGibbsGreedyDynamic
"[(0, 1, 0.1370564984856748), (1, 1, 0.824006430710397), (2, 1, 0.6103041648137044), (3, 1, 0.13403130731869817), (4, 1, 0.7020150118751265), (5, 1, 0.8522659595831263), (6, 1, 0.8635868716909139), (7, 1, 0.42790177522342254), (8, 1, 0.2289484380557223), (9, 1, 0.6147847516267341), (10, 1, 0.9637912464242152), (11, 1, 0.5225172525241784), (12, 1, 0.1892639558448318), (13, 1, 0.6649597979501035), (14, 1, 0.9264716371700047), (15, 1, 0.7631153159980398), (16, 1, 0.20658910843669132), (17, 1, 0.3346870511892591), (18, 1, 0.4971480576630861), (19, 1, 0.06606298778327002), (20, 1, 0.5207266276675007), (21, 1, 0.7719972881522309), (22, 1, 0.2871282502824817), (23, 1, 0.8269982873614868), (24, 1, 0.5911855441725342), (25, 1, 0.31740443415433706), (26, 1, 0.9164015550069224), (27, 1, 0.14639021595848323), (28, 1, 0.357416483095373), (29, 1, 0.15943665580436306), (30, 1, 0.5620608541966251), (31, 1, 0.3056034042264395), (32, 1, 0.4966539043333714), (33, 1, 0.5995141028950893), (34, 1, 0.8669745611711428), (35, 1, 0.029158799712139638), (36, 1, 0.6523658645052726), (37, 1, 0.16384006252268535), (38, 1, 0.5947057035089405), (39, 1, 0.8143580530311768), (40, 1, 0.0010746514510819871), (41, 1, 0.5197591625994977), (42, 1, 0.2711981683422998), (43, 1, 0.11984461338229457), (44, 1, 0.16571653107636575), (45, 1, 0.5337761522091814), (46, 1, 0.6369040715562405), (47, 1, 0.002706424022977605), (48, 1, 0.48859494278902527), (49, 1, 0.3673514297695606)]",10,5,9.0
"[(0, 1, 0.25232563002187314), (1, 1, 0.45862364616827966), (2, 1, 0.7488282811784633), (3, 1, 0.3745366228938871), (4, 1, 0.17087593016899272), (5, 1, 0.35950832100434493), (6, 1, 0.8992118240085768), (7, 1, 0.6592500642183208), (8, 1, 0.11430275152956215), (9, 1, 0.28495883136172473), (10, 1, 0.08406262054667424), (11, 1, 0.03396220621501478), (12, 1, 0.6890335858535953), (13, 1, 0.017669911040708364), (14, 1, 0.42143114133969717), (15, 1, 0.1693848706109966), (16, 1, 0.06704114470942268), (17, 1, 0.7748279501733333), (18, 1, 0.33898760154897833), (19, 1, 0.29225880710274343), (20, 1, 0.2408599480054846), (21, 1, 0.5276250016637241), (22, 1, 0.022555378917009206), (23, 1, 0.45614544995761075), (24, 1, 0.2562963886132321), (25, 1, 0.9501637133457334), (26, 1, 0.1416606639994732), (27, 1, 0.18231480110491005), (28, 1, 0.21742559610965329), (29, 1, 0.73952015400903), (30, 1, 0.10500498294442873), (31, 1, 0.4165776481089858), (32, 1, 0.7987115760401082), (33, 1, 0.6592075442860738), (34, 1, 0.5039523698277447), (35, 1, 0.6523201930549413), (36, 1, 0.40971630709314344), (37, 1, 0.5333396449806015), (38, 1, 0.1941940383865206), (39, 1, 0.6969452341524198), (40, 1, 0.1964756415120119), (41, 1, 0.42702572307454234), (42, 1, 0.7784535004955058), (43, 1, 0.2518900989587136), (44, 1, 0.4363631480861432), (45, 1, 0.744998937962192), (46, 1, 0.15139318236781718), (47, 1, 0.9767169045824815), (48, 1, 0.2898770552282428), (49, 1, 0.6342597702001682)]",3,4,7.0
"[(0, 1, 0.48293921979666277), (1, 1, 0.9022414216549574), (2, 1, 0.40216842136880326), (3, 1, 0.7978554279501366), (4, 1, 0.6206055701235799), (5, 1, 0.7410867608502727), (6, 1, 0.6722048258896561), (7, 1, 0.44437738627330536), (8, 1, 0.15345331587020494), (9, 1, 0.10782752933433382), (10, 1, 0.9771344595777823), (11, 1, 0.8841087284507495), (12, 1, 0.33564677756666905), (13, 1, 0.4985834404988382), (14, 1, 0.1346501379072259), (15, 1, 0.9120695204210818), (16, 1, 0.8596938487653552), (17, 1, 0.5036949872202604), (18, 1, 0.47591173907522), (19, 1, 0.2172066075571253), (20, 1, 0.2700799785500846), (21, 1, 0.6620394720169384), (22, 1, 0.8533311534698304), (23, 1, 0.9686803607510842), (24, 1, 0.6955562287363245), (25, 1, 0.4030257985990816), (26, 1, 0.8468194313218044), (27, 1, 0.09799720779292886), (28, 1, 0.25628042526003914), (29, 1, 0.10762133894615977), (30, 1, 0.06566809182817002), (31, 1, 0.5034686730267222), (32, 1, 0.5610915779434369), (33, 1, 0.6762968540123973), (34, 1, 0.2233508966527329), (35, 1, 0.4349889532457051), (36, 1, 0.5467303916563585), (37, 1, 0.5326858722512563), (38, 1, 0.03443085562015713), (39, 1, 0.49695272678677027), (40, 1, 0.060395219722444105), (41, 1, 0.8090630004629952), (42, 1, 0.45255407761897326), (43, 1, 0.1965838923878418), (44, 1, 0.8977559053073038), (45, 1, 0.8000012166663385), (46, 1, 0.6867032384348335), (47, 1, 0.6677200350782341), (48, 1, 0.3256248937477684), (49, 1, 0.436325681612143)]",4,5,5.0
"[(0, 1, 0.20616025840629626), (1, 1, 0.5026854427286416), (2, 1, 0.7533657301403449), (3, 1, 0.33486081618255814), (4, 1, 0.36004151303644416), (5, 1, 0.0705512550796148), (6, 1, 0.21232632394128514), (7, 1, 0.20447520450888967), (8, 1, 0.5071089485082518), (9, 1, 0.20387006983524536), (10, 1, 0.0008196412498062688), (11, 1, 0.6163072340785207), (12, 1, 0.5784148710765036), (13, 1, 0.4162484879361307), (14, 1, 0.1994409377092652), (15, 1, 0.6140626596444536), (16, 1, 0.6324845202810643), (17, 1, 0.07199336170342063), (18, 1, 0.9581994823846414), (19, 1, 0.42774587421765187), (20, 1, 0.25857324842022467), (21, 1, 0.05078701690199905), (22, 1, 0.2702958508783929), (23, 1, 0.25250752872418836), (24, 1, 0.9662013606358826), (25, 1, 0.7525975756707014), (26, 1, 0.14449440022727433), (27, 1, 0.08836870656360563), (28, 1, 0.18000586257908613), (29, 1, 0.6800876224109658), (30, 1, 0.40157738406843413), (31, 1, 0.9609244021300049), (32, 1, 0.11114250203022857), (33, 1, 0.5169690071415962), (34, 1, 0.8371132043199487), (35, 1, 0.9634903489329657), (36, 1, 0.5845717744122982), (37, 1, 0.4572447260075524), (38, 1, 0.5619088794862853), (39, 1, 0.12347951096965903), (40, 1, 0.7873658192659125), (41, 1, 0.9387612749994491), (42, 1, 0.03281969297483123), (43, 1, 0.058848731628121764), (44, 1, 0.766154224224093), (45, 1, 0.6850929856718098), (46, 1, 0.6960102228428023), (47, 1, 0.7601019958685586), (48, 1, 0.3576993022263256), (49, 1, 0.7169081605580461)]",10,5,9.0
"[(0, 1, 0.5911726462995599), (1, 1, 0.8182581681673818), (2, 1, 0.21483783056548578), (3, 1, 0.04095679647051753), (4, 1, 0.9893139376500858), (5, 1, 0.9335235589756341), (6, 1, 0.3876107128644317), (7, 1, 0.20877014392400828), (8, 1, 0.3645608402701396), (9, 1, 0.36037756644121166), (10, 1, 0.4698976053976224), (11, 1, 0.1379938881055086), (12, 1, 0.9466612418640166), (13, 1, 0.7126709997909835), (14, 1, 0.573156712911512), (15, 1, 0.2745954847575407), (16, 1, 0.9790124191845361), (17, 1, 0.24186107993396255), (18, 1, 0.7806466709248522), (19, 1, 0.04830457873031657), (20, 1, 0.695566299135577), (21, 1, 0.9008127827599102), (22, 1, 0.7624545770023611), (23, 1, 0.7537975234656004), (24, 1, 0.43223086692563273), (25, 1, 0.06912095619112824), (26, 1, 0.07041526530712405), (27, 1, 0.07969566585352672), (28, 1, 0.14125597542331192), (29, 1, 0.8040577486193127), (30, 1, 0.20653608544298063), (31, 1, 0.7902771007437019), (32, 1, 0.6460877498143404), (33, 1, 0.678530974213561), (34, 1, 0.35711599612373246), (35, 1, 0.9543141332779476), (36, 1, 0.9765508950597006), (37, 1, 0.8193088504896338), (38, 1, 0.22898720639849324), (39, 1, 0.2938811990422846), (40, 1, 0.39139340562239067), (41, 1, 0.6811844487879574), (42, 1, 0.703944622301729), (43, 1, 0.20222985633662394), (44, 1, 0.9715518550810411), (45, 1, 0.9121489668479695), (46, 1, 0.11335720057506771), (47, 1, 0.06496135785264479), (48, 1, 0.5300055734988297), (49, 1, 0.14810745060221575)]",12,5,9.0
"[(0, 1, 0.6574325709367888), (1, 1, 0.01458279294299869), (2, 1, 0.6018030200538019), (3, 1, 0.2182708818323319), (4, 1, 0.34953589677147345), (5, 1, 0.505792229499648), (6, 1, 0.245565635405396), (7, 1, 0.8929647208782205), (8, 1, 0.23464759672832736), (9, 1, 0.4586619521186882), (10, 1, 0.4650270078683941), (11, 1, 0.7503258226229381), (12, 1, 0.6004153064063661), (13, 1, 0.23078676896044514), (14, 1, 0.761899755209133), (15, 1, 0.11558957984740359), (16, 1, 0.1240946190451202), (17, 1, 0.4513309582220022), (18, 1, 0.38310842915337784), (19, 1, 0.6912893870900514), (20, 1, 0.2651610381392461), (21, 1, 0.8290562052752772), (22, 1, 0.40489257349515817), (23, 1, 0.8978751852263439), (24, 1, 0.8571064896405615), (25, 1, 0.7774383875281584), (26, 1, 0.21529078173679939), (27, 1, 0.8036142070587622), (28, 1, 0.051451892956116185), (29, 1, 0.5139807341260265), (30, 1, 0.44201879039039393), (31, 1, 0.2915256440592534), (32, 1, 0.7530222208725896), (33, 1, 0.9087418215392292), (34, 1, 0.9696094966324124), (35, 1, 0.5602455599988173), (36, 1, 0.8895801401587081), (37, 1, 0.6862240949606083), (38, 1, 0.41191698310476), (39, 1, 0.39510574089132555), (40, 1, 0.10478508873517334), (41, 1, 0.13383338217461815), (42, 1, 0.5844186980010334), (43, 1, 0.12375283370805279), (44, 1, 0.30944048800851165), (45, 1, 0.751617992140927), (46, 1, 0.17565172868054002), (47, 1, 0.7096781257387741), (48, 1, 0.6950883617538146), (49, 1, 0.41066058418118556)]",10,5,5.0
"[(0, 1, 0.987248100696779), (1, 1, 0.6978435143697678), (2, 1, 0.3487493827275844), (3, 1, 0.08079941678929636), (4, 1, 0.8341377253475485), (5, 1, 0.8121242456139567), (6, 1, 0.8312555064107786), (7, 1, 0.8655999198043309), (8, 1, 0.9141381391707376), (9, 1, 0.06863129076718144), (10, 1, 0.43966933332087577), (11, 1, 0.29930250111429535), (12, 1, 0.7127757375903907), (13, 1, 0.5071280705847246), (14, 1, 0.5326679470388518), (15, 1, 0.07454065786494024), (16, 1, 0.6302947569660021), (17, 1, 0.8459145325850128), (18, 1, 0.6023298149571681), (19, 1, 0.4266751320769947), (20, 1, 0.41555523408215733), (21, 1, 0.7120990559288303), (22, 1, 0.17484459075651115), (23, 1, 0.7074230109651819), (24, 1, 0.04618170295360935), (25, 1, 0.1312369104607175), (26, 1, 0.2334744565596657), (27, 1, 0.18268201321305966), (28, 1, 0.41667428521536043), (29, 1, 0.5791490662650838), (30, 1, 0.11725127499595134), (31, 1, 0.692821324037858), (32, 1, 0.4393145449713236), (33, 1, 0.37159567908146274), (34, 1, 0.5920392866557267), (35, 1, 0.4206310828559393), (36, 1, 0.5192576066308845), (37, 1, 0.5758276523408686), (38, 1, 0.5881170919892024), (39, 1, 0.4077570770027694), (40, 1, 0.6650806453023731), (41, 1, 0.6471339072074098), (42, 1, 0.03646663327186139), (43, 1, 0.4095405117908443), (44, 1, 0.8958769686707677), (45, 1, 0.39460534168334227), (46, 1, 0.8934530203348825), (47, 1, 0.4915354662168009), (48, 1, 0.9053827383454143), (49, 1, 0.1344801518149945)]",9,5,5.0
"[(0, 1, 0.43480576893669276), (1, 1, 0.11221744323887706), (2, 1, 0.9163755198963578), (3, 1, 0.7696017196941984), (4, 1, 0.09208416385733964), (5, 1, 0.774863397484015), (6, 1, 0.2721931280978027), (7, 1, 0.3793664506232356), (8, 1, 0.8669070002171151), (9, 1, 0.37338591314678704), (10, 1, 0.4350225828740937), (11, 1, 0.10847058553328393), (12, 1, 0.152997926261759), (13, 1, 0.7428850757580642), (14, 1, 0.7933629337998538), (15, 1, 0.6620527013956709), (16, 1, 0.2258039887379174), (17, 1, 0.3294785934830813), (18, 1, 0.6588776493962591), (19, 1, 0.16372578916890768), (20, 1, 0.9103754269680909), (21, 1, 0.9783779679048473), (22, 1, 0.9722641376138489), (23, 1, 0.13485264851182177), (24, 1, 0.40454631402059404), (25, 1, 0.14817602138773056), (26, 1, 0.6863477032557541), (27, 1, 0.27599936161337835), (28, 1, 0.18084363963792305), (29, 1, 0.2029688138108231), (30, 1, 0.9371541565879715), (31, 1, 0.06078534672212754), (32, 1, 0.7081198844738518), (33, 1, 0.05363408854647411), (34, 1, 0.10038256710021187), (35, 1, 0.5635186340926751), (36, 1, 0.7587547269857147), (37, 1, 0.2969934332885038), (38, 1, 0.5276807530784186), (39, 1, 0.31513121988231496), (40, 1, 0.9961380007900873), (41, 1, 0.4967474292088273), (42, 1, 0.8451997103620864), (43, 1, 0.9455227652767499), (44, 1, 0.5634352062535559), (45, 1, 0.9624056237997802), (46, 1, 0.027501160949448433), (47, 1, 0.5503984189919995), (48, 1, 0.34541665457257353), (49, 1, 0.5613475902666153)]",5,5,10.0
"[(0, 1, 0.4329245170980749), (1, 1, 0.205261067019323), (2, 1, 0.504052052627113), (3, 1, 0.282285165219605), (4, 1, 0.15875967288231518), (5, 1, 0.35235072759993147), (6, 1, 0.7490355590372415), (7, 1, 0.8326649458415366), (8, 1, 0.31240101775687845), (9, 1, 0.5313737747259974), (10, 1, 0.9803688684191113), (11, 1, 0.4304546191200245), (12, 1, 0.07264810065550598), (13, 1, 0.5680372201098411), (14, 1, 0.5265062386716542), (15, 1, 0.5727295301744069), (16, 1, 0.4848945990940988), (17, 1, 0.8399695836925383), (18, 1, 0.8413504769021731), (19, 1, 0.6359088647043659), (20, 1, 0.31369125308960344), (21, 1, 0.7615179108262236), (22, 1, 0.5821879885521571), (23, 1, 0.587524924080892), (24, 1, 0.49612726649262273), (25, 1, 0.8212058380498319), (26, 1, 0.4459243031292144), (27, 1, 0.9583872798593448), (28, 1, 0.6090027650016543), (29, 1, 0.32720518230038376), (30, 1, 0.7249282342489806), (31, 1, 0.6436732166859085), (32, 1, 0.9836036631838411), (33, 1, 0.3121333664832403), (34, 1, 0.5743050611042976), (35, 1, 0.928339644731746), (36, 1, 0.6326507770191383), (37, 1, 0.20903595249805662), (38, 1, 0.9551708327593696), (39, 1, 0.1341272802877983), (40, 1, 0.8972822933189346), (41, 1, 0.6231490537331138), (42, 1, 0.9665666685632873), (43, 1, 0.8203909765139236), (44, 1, 0.7382700789374823), (45, 1, 0.8759425610658225), (46, 1, 0.9149348078649931), (47, 1, 0.5150247619172773), (48, 1, 0.6353756781211259), (49, 1, 0.16821347152736932)]",11,5,13.0
"[(0, 1, 0.006881791298892326), (1, 1, 0.7626698180521405), (2, 1, 0.516876948766914), (3, 1, 0.9715323639551768), (4, 1, 0.33306317325981205), (5, 1, 0.6241285517327224), (6, 1, 0.17067980997875276), (7, 1, 0.579462707655751), (8, 1, 0.9906150372681211), (9, 1, 0.8066652838654285), (10, 1, 0.397872319085953), (11, 1, 0.6661132150261033), (12, 1, 0.11729345853009931), (13, 1, 0.5453032840653742), (14, 1, 0.9951627571199123), (15, 1, 0.7527214369327923), (16, 1, 0.9680198476537356), (17, 1, 0.5304742249269466), (18, 1, 0.564662830005104), (19, 1, 0.07467776527850967), (20, 1, 0.2241082466684845), (21, 1, 0.6314374637837407), (22, 1, 0.3648867571549943), (23, 1, 0.22059798827061128), (24, 1, 0.8390211018499772), (25, 1, 0.33252325896476764), (26, 1, 0.3271403227649732), (27, 1, 0.7702617281975112), (28, 1, 0.03574696863964544), (29, 1, 0.03161231816750609), (30, 1, 0.6593729964324963), (31, 1, 0.4672106405691624), (32, 1, 0.7214129512169075), (33, 1, 0.4996519006934408), (34, 1, 0.5197080158612023), (35, 1, 0.654830296564607), (36, 1, 0.8523203935048173), (37, 1, 0.9332384151760289), (38, 1, 0.9654717712314833), (39, 1, 0.0673084294220615), (40, 1, 0.7145679369837482), (41, 1, 0.7762528994818167), (42, 1, 0.2915785443054587), (43, 1, 0.18032787562281816), (44, 1, 0.8670296118162957), (45, 1, 0.826334792503191), (46, 1, 0.9915359143770276), (47, 1, 0.6411029680249551), (48, 1, 0.15431610813779129), (49, 1, 0.3390206183486587)]",18,5,8.0
"[(0, 1, 0.23902489340066224), (1, 1, 0.6686521340232664), (2, 1, 0.33783001025098147), (3, 1, 0.8480607223399251), (4, 1, 0.946153037657999), (5, 1, 0.22541296306237668), (6, 1, 0.032638607082724924), (7, 1, 0.34951116436456253), (8, 1, 0.766174008155447), (9, 1, 0.8811925067631571), (10, 1, 0.05543315106663804), (11, 1, 0.2270997489534493), (12, 1, 0.6922728039233743), (13, 1, 0.2811096291061731), (14, 1, 0.587021543601248), (15, 1, 0.4218799995936302), (16, 1, 0.03514252222564862), (17, 1, 0.5817202420217339), (18, 1, 0.9612067502261803), (19, 1, 0.5221477821234853), (20, 1, 0.6326094553579796), (21, 1, 0.794254432380892), (22, 1, 0.18192116179582873), (23, 1, 0.6596339357603895), (24, 1, 0.4480261508611256), (25, 1, 0.2793391972764395), (26, 1, 0.7712724018167694), (27, 1, 0.5399005861617674), (28, 1, 0.6049172635969091), (29, 1, 0.18803016543225037), (30, 1, 0.17513494863881274), (31, 1, 0.24586360251840556), (32, 1, 0.42593165083034323), (33, 1, 0.2605629659348586), (34, 1, 0.7037090001497533), (35, 1, 0.051218367800030196), (36, 1, 0.6328197470751893), (37, 1, 0.44701666337987667), (38, 1, 0.3469436180086144), (39, 1, 0.3219005843108007), (40, 1, 0.8107737656958127), (41, 1, 0.39103333952835295), (42, 1, 0.16320476154239527), (43, 1, 0.4606381741689106), (44, 1, 0.43102249154420547), (45, 1, 0.7104399743106434), (46, 1, 0.9363095845669185), (47, 1, 0.038437956242957205), (48, 1, 0.5670553127946246), (49, 1, 0.7408845458375787)]",7,5,11.0
"[(0, 1, 0.5589855356907407), (1, 1, 0.011029113176179495), (2, 1, 0.531493813119065), (3, 1, 0.826387878339024), (4, 1, 0.5111409920563481), (5, 1, 0.7813416818105151), (6, 1, 0.47838658578774296), (7, 1, 0.7757005354380373), (8, 1, 0.2625334883501421), (9, 1, 0.8405195921207013), (10, 1, 0.6885017486784815), (11, 1, 0.43055601166806), (12, 1, 0.28165055502564673), (13, 1, 0.2326898655909806), (14, 1, 0.5749875847462868), (15, 1, 0.8687578540464072), (16, 1, 0.6549110693345911), (17, 1, 0.6619968770312671), (18, 1, 0.822120645520828), (19, 1, 0.3918330235907598), (20, 1, 0.7964145305572444), (21, 1, 0.26462090456407195), (22, 1, 0.48969024785131277), (23, 1, 0.5322941268748094), (24, 1, 0.18744785581092993), (25, 1, 0.2964176226137055), (26, 1, 0.6664067278107659), (27, 1, 0.2576483202248304), (28, 1, 0.9534175798728833), (29, 1, 0.46906864885017086), (30, 1, 0.03759190449325134), (31, 1, 0.639974841650121), (32, 1, 0.6615937404642007), (33, 1, 0.6744643203107694), (34, 1, 0.8666634379740568), (35, 1, 0.8232059681051289), (36, 1, 0.7887090883957483), (37, 1, 0.4200660299924781), (38, 1, 0.9773077593718128), (39, 1, 0.5349665668747366), (40, 1, 0.9055845245600909), (41, 1, 0.8006803792171084), (42, 1, 0.9211617742268148), (43, 1, 0.5888396772780293), (44, 1, 0.8950827930440417), (45, 1, 0.783447730372357), (46, 1, 0.021008553517100848), (47, 1, 0.6672097954960478), (48, 1, 0.15619824563236473), (49, 1, 0.4963333146471306)]",11,5,10.0
"[(0, 1, 0.0050626094831663915), (1, 1, 0.1327606125413897), (2, 1, 0.8196100754986557), (3, 1, 0.977855526495061), (4, 1, 0.23166197795537502), (5, 1, 0.24139619201564988), (6, 1, 0.7598121912261949), (7, 1, 0.5760458046150859), (8, 1, 0.993687153512271), (9, 1, 0.3665151365725541), (10, 1, 0.6322420633520464), (11, 1, 0.744730054979645), (12, 1, 0.7981082934132359), (13, 1, 0.6816891118006447), (14, 1, 0.25864422694309486), (15, 1, 0.8959740234799187), (16, 1, 0.787637820749839), (17, 1, 0.7759629659517149), (18, 1, 0.5375441384066106), (19, 1, 0.13562178516056245), (20, 1, 0.09787468278682143), (21, 1, 0.798545448893122), (22, 1, 0.5264621391969682), (23, 1, 0.39431914643565313), (24, 1, 0.05175868443106779), (25, 1, 0.05687403184593265), (26, 1, 0.45100243209701063), (27, 1, 0.3237226522544592), (28, 1, 0.41500807010170193), (29, 1, 0.04670989804450121), (30, 1, 0.6854143099457644), (31, 1, 0.9458589204825504), (32, 1, 0.633406765652426), (33, 1, 0.8108643430438335), (34, 1, 0.3558591618091098), (35, 1, 0.48505311019597486), (36, 1, 0.023675164326138143), (37, 1, 0.1011780402500404), (38, 1, 0.4648625089814501), (39, 1, 0.7854294971709188), (40, 1, 0.034593337447521355), (41, 1, 0.8407977172905438), (42, 1, 0.5566764281668828), (43, 1, 0.8201634138026243), (44, 1, 0.6372958875607699), (45, 1, 0.28076961314835447), (46, 1, 0.25216359363465546), (47, 1, 0.6920403508418688), (48, 1, 0.6758426019410992), (49, 1, 0.8453912872166683)]",16,5,8.0
"[(0, 1, 0.5611980488034584), (1, 1, 0.3483292890163888), (2, 1, 0.0955749858336068), (3, 1, 0.20474373442767757), (4, 1, 0.13413062514706775), (5, 1, 0.9197384264164169), (6, 1, 0.7173748732342545), (7, 1, 0.45801945898036256), (8, 1, 0.9261511567320058), (9, 1, 0.022148936610015713), (10, 1, 0.3520316435654517), (11, 1, 0.34611777320692005), (12, 1, 0.29204161628127434), (13, 1, 0.8304120686021279), (14, 1, 0.8010969053833434), (15, 1, 0.21963031909266928), (16, 1, 0.7443438997994264), (17, 1, 0.8130881130418356), (18, 1, 0.01689371553036667), (19, 1, 0.3898324733614291), (20, 1, 0.2297837928322466), (21, 1, 0.41180118492601436), (22, 1, 0.6196429499626602), (23, 1, 0.04386678797200172), (24, 1, 0.3742988729204507), (25, 1, 0.9795217813456123), (26, 1, 0.6906129677628593), (27, 1, 0.8822137493507728), (28, 1, 0.6098852550163983), (29, 1, 0.64955366695362), (30, 1, 0.5770791164115278), (31, 1, 0.030277894305396957), (32, 1, 0.683317816116454), (33, 1, 0.2770485734902959), (34, 1, 0.128904841502971), (35, 1, 0.5253572778757574), (36, 1, 0.3256398762775974), (37, 1, 0.5661579937714644), (38, 1, 0.10522656057622282), (39, 1, 0.9249915859047904), (40, 1, 0.20375982336534915), (41, 1, 0.48109636267275036), (42, 1, 0.06485688564843772), (43, 1, 0.6393867357980384), (44, 1, 0.9566940406753317), (45, 1, 0.7235012398667371), (46, 1, 0.10245021864110881), (47, 1, 0.30252195207005805), (48, 1, 0.23047122633240835), (49, 1, 0.35594687038713246)]",9,5,5.0
